ESID,Data Collector Affiliations,Latitude,Longitude,Local Eclipse Type,Eclipse Percent (%),WAV Files Time & Date Settings,Data Collector Start Time Notes,Eclipse Date,Eclipse Start Time (UTC) (1st Contact),Totality Start Time (UTC) (2nd Contact),Eclipse Maximum (UTC),Totality End Time (UTC) (3rd Contact),Eclipse End Time (UTC) (4th Contact),Version,Keywords and subjects,year
004,,29.4195767,-99.6087549,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:12:47,18:30:12,18:32:21,18:34:31,19:53:48,2024.1.0,2024 Total Solar Eclipse ,2024
012,,37.464196,-89.77532,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:41:40,18:58:01,19:00:05,19:02:09,20:17:09,2024.1.0,2024 Total Solar Eclipse ,2024
014,,45.515893,-122.587539,Partial,22.32,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:33:39,N/A,18:25:50,N/A,19:19:51,2024.0.0,2024 Total Solar Eclipse ,2024
015,ARISA Lab: Hot Springs National Park,34.51126,-93.06024,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:31:51,18:49:20,18:51:10,18:53:00,20:10:06,2024.1.0,2024 Total Solar Eclipse: ES Team Collection Site: NPS Collection Site,2024
016,,33.709684,-95.4926622,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:26:48,18:44:04,18:46:04,18:48:04,20:05:37,2024.1.0,2024 Total Solar Eclipse ,2024
034,,34.0027,-118.25613,Partial,48.89,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:05:58,N/A,18:12:08,N/A,19:21:58,2024.0.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
053,,29.52436,-98.58079,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:14:28,18:33:19,18:34:15,18:35:12,19:55:38,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
055,Buffalo National River,35.98343,-92.86608,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:34:39,18:51:51,18:53:27,18:55:03,20:11:41,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site: NPS Collection Site,2024
071,,32.8984253,-96.9337889,Total,100,Needs to be set manually,9:15:00 AM US Central,2024-04-08,17:23:14,18:40:53,18:42:30,18:44:07,20:02:29,2024.1.0,2024 Total Solar Eclipse ,2024
073,Nationwide Eclipse Ballooning Project at Montana State University,36.8,-90.4,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:39:41,18:56:16,18:58:21,19:00:25,20:15:50,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site: NEBP Collection Site,2024
078,ARISA Lab,44.74256,-72.58918,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,18:15:10,19:26:45,19:28:26,19:30:06,20:37:43,2024.1.0,2024 Total Solar Eclipse: ES Team Collection Site ,2024
089,Nationwide Eclipse Ballooning Project at Montana State University,42.12702,-80.08697,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,18:02:19,19:16:16,19:18:08,19:19:59,20:30:44,2024.1.0,2024 Total Solar Eclipse: NEBP Collection Site,2024
092,Nationwide Eclipse Ballooning Project at Montana State University,42.000989,-80.439561,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,18:01:40,19:15:43,19:17:35,19:19:27,20:30:21,2024.1.0,2024 Total Solar Eclipse: NEBP Collection Site,2024
096,Nationwide Eclipse Ballooning Project at Montana State University,40.9226,-83.98505,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:55:11,19:10:07,19:11:58,19:13:48,20:26:09,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site: NEBP Collection Site,2024
098,Nationwide Eclipse Ballooning Project at Montana State University,33.89,-94.7515,Total,100,Needs to be set manually,12:07:00 PM US Central,2024-04-08,17:28:13,18:45:23,18:47:33,18:49:42,20:06:57,2024.1.0,2024 Total Solar Eclipse: NEBP Collection Site,2024
102,Nationwide Eclipse Ballooning Project at Montana State University,37.8664,-90.531098,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:41:11,18:58:43,18:59:22,19:00:01,20:16:22,2024.1.0,2024 Total Solar Eclipse: NEBP Collection Site,2024
103,Nationwide Eclipse Ballooning Project at Montana State University,43.79568,-72.18011,Partial,98.89,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,18:15:10,N/A,19:28:43,N/A,20:38:10,2024.0.0,2024 Total Solar Eclipse: ES Data Analysis Site: NEBP Collection Site,2024
105,Nationwide Eclipse Ballooning Project at Montana State University,29.620494,-99.528884,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:13:17,18:30:39,18:32:50,18:35:02,19:54:12,2024.1.0,2024 Total Solar Eclipse: NEBP Collection Site,2024
108,Nationwide Eclipse Ballooning Project at Montana State University,42.866523,-78.667772,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,18:05:07,19:18:30,19:20:23,19:22:15,20:32:16,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site: NEBP Collection Site,2024
115,NASA at My Library,39.93902,-86.26903,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:50:32,19:06:11,19:07:52,19:09:32,20:23:02,2024.1.0,2024 Total Solar Eclipse: NASA at My Library Collection Site: ES Data Analysis Site,2024
117,NASA at My Library,32.725876,-114.61021,Partial,59.64,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:04:53,N/A,18:14:57,N/A,19:28:45,2024.0.0,2024 Total Solar Eclipse: NASA at My Library Collection Site: ES Data Analysis Site,2024
118,NASA at My Library,34.947778,-81.933056,Partial,81.23,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:51:40,N/A,19:09:49,N/A,20:24:56,2024.0.0,2024 Total Solar Eclipse: NASA at My Library Collection Site: ES Data Analysis Site,2024
119,NASA at My Library,41.883889,-87.912778,Partial,93.31,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:51:00,0:00:00,19:07:12,0:00:00,20:21:34,2024.0.0,2024 Total Solar Eclipse: NASA at My Library Collection Site: ES Data Analysis Site,2024
120,NASA at My Library,31.053038,-97.640924,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:18:45,18:36:20,18:38:24,18:40:28,19:59:11,2024.1.0,2024 Total Solar Eclipse: NASA at My Library Collection Site: ES Data Analysis Site,2024
121,NASA at My Library,32.833662,-97.272222,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:22:38,18:40:42,18:41:51,18:42:59,20:01:53,2024.1.0,2024 Total Solar Eclipse: NASA at My Library Collection Site: ES Data Analysis Site,2024
122,NASA at My Library,25.50617936,-80.43085617,Partial,45.81,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:46:47,N/A,19:00:56,N/A,20:12:27,2024.0.0,2024 Total Solar Eclipse: NASA at My Library Collection Site: ES Data Analysis Site,2024
124,NASA at My Library,30.351576,-99.270759,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:15:04,18:32:23,18:34:31,18:36:40,19:55:37,2024.1.0,2024 Total Solar Eclipse: NASA at My Library Collection Site,2024
134,NASA at My Library,35.61292,-93.83612,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:32:36,18:50:42,18:51:25,18:52:08,20:09:56,2024.1.0,2024 Total Solar Eclipse: NASA at My Library Collection Site: ES Data Analysis Site,2024
136,NASA at My Library,27.670518,-97.32774,Partial,93.06,Needs to be set manually,2:10:00 PM US Central,2024-04-08,17:12:57,N/A,18:33:09,N/A,19:54:55,2024.0.0,2024 Total Solar Eclipse: NASA at My Library Collection Site,2024
138,NASA at My Library,34.56449,-92.3477,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:33:02,18:51:38,18:52:24,18:53:10,20:11:12,2024.1.0,2024 Total Solar Eclipse: NASA at My Library Collection Site: ES Data Analysis Site,2024
139,NASA at My Library,35.43789,-97.51955,Partial,93.62,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:27:14,N/A,18:45:21,N/A,20:04:01,2024.0.0,2024 Total Solar Eclipse: NASA at My Library Collection Site: ES Data Analysis Site,2024
144,NASA at My Library,41.55425,-72.6633606,Partial,91.39,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,18:13:08,N/A,19:27:31,N/A,20:37:39,2024.0.0,2024 Total Solar Eclipse: NASA at My Library Collection Site: ES Data Analysis Site,2024
146,NASA at My Library,32.82625,-97.18712,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:22:44,18:40:38,18:41:58,18:43:19,20:02:00,2024.1.0,2024 Total Solar Eclipse: NASA at My Library Collection Site: ES Data Analysis Site,2024
147,,32.04413,-106.62485,Partial,80.73,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:09:46,N/A,18:25:39,N/A,19:44:25,2024.0.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
149,NASA at My Library,29.3465422,-99.13989529,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:13:19,18:31:18,18:33:01,18:34:43,19:54:28,2024.1.0,2024 Total Solar Eclipse: NASA at My Library Collection Site: ES Data Analysis Site,2024
151,NASA at My Library,27.4726593,-99.4748946,Partial,97.89,Needs to be set manually,12:55:00 PM US Central,2024-04-08,17:09:14,N/A,18:29:08,N/A,19:51:09,2024.0.0,2024 Total Solar Eclipse: NASA at My Library Collection Site: ES Data Analysis Site,2024
163,Madison County Library,30.95447,-95.91512,Partial,98.59,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:21:10,N/A,18:41:08,N/A,20:01:48,2024.0.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
167,,30.3537946,-93.1822415,Partial,90.49,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:24:37,N/A,18:44:50,N/A,20:05:08,2024.0.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
169,,30.0328,-99.0905,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:14:42,18:32:05,18:34:17,18:36:28,19:55:29,2024.1.0,2024 Total Solar Eclipse ,2024
171,South Llano River State Park,30.45075,-99.79952778,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:14:31,18:32:15,18:33:49,18:35:23,19:54:51,2024.1.0,2024 Total Solar Eclipse: State Park Collection Site: ES Data Analysis Site,2024
172,Guadalupe River State Park,29.860051,-98.4833,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:15:15,18:33:26,18:35:00,18:36:34,19:56:16,2024.1.0,2024 Total Solar Eclipse: State Park Collection Site: ES Data Analysis Site,2024
174,Old Tunnel State Park,30.1007767,-98.8202804,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:15:13,18:32:43,18:34:51,18:36:58,19:56:02,2024.1.0,2024 Total Solar Eclipse: State Park Collection Site: ES Data Analysis Site,2024
175,Sul Ross State University-Uvalde,29.21023,-99.77858,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:12:08,18:29:35,18:31:42,18:33:50,19:53:13,2024.1.0,2024 Total Solar Eclipse: Sul Ross State University Collection Site: ES Data Analysis Site,2024
177,Sul Ross State University-Uvalde,29.22198,-99.73889,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:12:12,18:29:41,18:31:48,18:33:55,19:53:18,2024.1.0,2024 Total Solar Eclipse: Sul Ross State University Collection Site: ES Data Analysis Site,2024
179,McAllister Park,29.56687,-98.43552,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:14:46,18:34:06,18:34:35,18:35:03,19:55:56,2024.1.0,Eclipse: Soundscapes: 2024 Total Solar Eclipse: ,2024
186,,41.022639,-82.927076,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:56:53,19:11:34,19:13:31,19:15:28,20:27:24,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
191,,29.6327,-100.4387,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:12:02,18:29:28,18:31:21,18:33:14,19:52:41,2024.1.0,2024 Total Solar Eclipse,2024
193,,29.524703,-95.800443,Partial,94.47,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:18:47,N/A,18:38:59,N/A,20:00:03,2024.0.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
196,,33.148493,-95.601458,Total,100,Needs to be set manually,10:25:00 AM US Central,2024-04-08,17:25:38,18:42:53,18:45:04,18:47:14,20:04:52,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
197,CAHOOTS Radio ,27.957222,-97.124167,Partial,93.34,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:13:48,N/A,18:34:01,N/A,19:55:41,2024.0.0,2024 Total Solar Eclipse ,2024
198,,32.849779,-97.492761,Partial,99.99,Needs to be set manually,9:18:00 AM US Central,2024-04-08,17:22:21,N/A,18:41:31,N/A,20:01:32,2024.0.0,2024 Total Solar Eclipse ,2024
200,,30.95447,-95.91512,Partial,98.59,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:21:10,N/A,18:41:08,N/A,20:01:48,2024.0.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
201,ARISA Lab: Hot Springs National Park,34.52847,-93.06775,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:31:52,18:49:19,18:51:11,18:53:02,20:10:06,2024.1.0,2024 Total Solar Eclipse: ES Team Collection Site: NPS Collection Site,2024
204,,29.523398,-95.803043,Partial,94.47,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:18:47,N/A,18:38:58,N/A,20:00:03,2024.0.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
208,,31.84405,-100.9803,Partial,95.39,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:15:44,0:00:00,18:34:14,0:00:00,19:54:33,2024.0.0,2024 Total Solar Eclipse ,2024
209,,44.5174,-74.30237,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,18:12:40,19:24:36,19:26:23,19:28:11,20:36:19,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
211,,32.43488,-97.661457,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:21:20,18:39:15,18:40:35,18:41:55,20:00:48,2024.1.0,2024 Total Solar Eclipse ,2024
217,,31.91251,-100.93769,Partial,95.31,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:15:55,N/A,18:34:25,N/A,19:54:42,2024.0.0,2024 Total Solar Eclipse ,2024
230,,40.173,-83.086,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:55:37,19:11:40,19:12:40,19:13:39,20:26:56,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
231,,41.1523219,-82.8789084,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:57:06,19:11:44,19:13:41,19:15:38,20:27:29,2024.1.0,2024 Total Solar Eclipse ,2024
232,ARISA Lab: Hot Springs National Park,34.53593,-93.02804,Total,100,Needs to be set manually,3:20:00 PM US Central,2024-04-08,17:31:56,18:49:25,18:51:15,18:53:05,20:10:10,2024.1.0,2024 Total Solar Eclipse: ES Team Collection Site: NPS Collection Site,2024
236,,34.863504,-92.4096875,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:33:27,18:51:02,18:52:42,18:54:22,20:11:23,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
239,,33.26208,-93.87962,Partial,99.93,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:28:26,N/A,18:48:04,N/A,20:07:37,2024.0.0,2024 Total Solar Eclipse ,2024
240,,34.866044,-92.412937,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:33:27,18:51:02,18:52:42,18:54:22,20:11:23,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
242,,35.1145,-92.429,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:33:50,18:51:02,18:53:00,18:54:58,20:11:35,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
243,,35.83914,-94.04385,Partial,99.57,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:32:42,N/A,18:51:23,N/A,20:09:48,2024.0.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
244,,35.332269,-92.7959,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:33:39,18:50:34,18:52:42,18:54:50,20:11:14,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
246,,34.589909,-93.982558,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:30:36,18:47:39,18:49:47,18:51:55,20:08:48,2024.1.0,2024 Total Solar Eclipse ,2024
247,,34.6367689,-92.5131982,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:32:54,18:50:51,18:52:14,18:53:37,20:11:01,2024.1.0,2024 Total Solar Eclipse ,2024
249,,35.19956,-94.35374,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:31:08,18:49:10,18:50:02,18:50:54,20:08:47,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
250,,34.4178785,-93.6197584,Total,1900-04-09,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:30:50,18:48:03,18:50:08,18:52:13,20:09:11,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
251,"Arkansas School for Mathematics, Sciences, and the Arts",34.52081,-93.0603,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:31:52,18:49:20,18:51:11,18:53:01,20:10:07,2024.1.0,2024 Total Solar Eclipse ,2024
253,,30.4474,-99.7997,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:14:31,18:32:14,18:33:48,18:35:23,19:54:51,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
255,,31.93494,-102.302368,Partial,91.91,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:14:17,N/A,18:32:16,N/A,19:52:19,2024.0.0,2024 Total Solar Eclipse ,2024
258,Newton Community High School,39.07237,-87.919589,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:46:52,19:02:59,19:04:37,19:06:15,20:20:33,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
259,,40.7203129,-89.2733188,Partial,94.61,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:47:25,N/A,19:04:13,N/A,20:19:27,2024.0.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
264,,40.5849,-86.66903,Partial,99.28,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:50:51,N/A,19:07:51,N/A,20:22:47,2024.0.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
266,Midwest Society for Acoustic Ecology,41.3122543,-81.3189806,Total,100,Needs to be set manually,11:43:00 AM US Eastern,2024-04-08,17:59:37,19:14:19,19:15:58,19:17:35,20:29:16,2024.1.0,2024 Total Solar Eclipse ,2024
271,,40.0223813,-85.3023171,Total,100,Needs to be set manually,11:30:00 AM US Eastern,2024-04-08,17:52:05,19:07:22,19:09:21,19:11:20,20:24:16,2024.1.0,2024 Total Solar Eclipse ,2024
272,,37.68269,-97.13662,Partial,87.99,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:32:00,N/A,18:49:02,N/A,20:06:20,2024.0.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
273,,41.9648063,-79.9970364,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,18:02:17,19:16:27,19:18:09,19:19:51,20:30:48,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
275,Bath County Memorial Library,38.14525,-83.768303,Partial,95.75,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:52:05,N/A,19:09:59,N/A,20:25:12,2024.0.0,2024 Total Solar Eclipse ,2024
276,,38.587155,-84.256807,Partial,97.96,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:51:51,N/A,19:09:38,N/A,20:24:52,2024.0.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
278,,30.032047,-89.9615039,Partial,81.7,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:29:57,N/A,18:49:57,N/A,20:09:12,2024.0.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
279,,42.69088,-71.0049,Partial,93.75,Needs to be set manually,10:04:00 AM US Eastern,2024-04-08,18:16:15,N/A,19:29:51,N/A,20:39:07,2024.0.0,2024 Total Solar Eclipse,2024
281,,41.828606,-70.794038,Partial,90.22,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,18:16:09,N/A,19:29:54,N/A,20:39:13,2024.0.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
282,,42.478016,-73.006385,Partial,95.25,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,18:13:09,N/A,19:27:23,N/A,20:37:28,2024.0.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
284,,42.12224,-71.40834,Partial,92.05,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,18:15:22,N/A,19:29:14,N/A,20:38:45,2024.0.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
286,,38.6665,-76.63624,Partial,85.91,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,18:04:40,N/A,19:20:51,N/A,20:33:06,2024.0.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
288,,29.87778,-99.708056,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:13:32,18:30:49,18:32:59,18:35:10,19:54:15,2024.1.0,2024 Total Solar Eclipse ,2024
